"taxon","class","guild","max_length","presence","mobility","side","limit","method","lat1","lon1","site1","temp1","total1","lat2","lon2","site2","temp2","total2","lat","dLon","dTemp","pop_trend","ecoregion","dSST","i.ecoregion","i.dSST"
"Zebrasoma velifer","Actinopterygii","tropical",40,"common","Demersal","east","southern","abundance weighted quantiles",-29.4436600000003,159.06796,"EMR6",22.1557592339261,3.9,-21.91631,153.586689999998,"CS51",25.8502599179207,7.8,-29.4436600000003,-5.48127000000235,3.6945006839946,0.693147180559945,"Lord Howe and Norfolk Islands",0.443077975376415,"Lord Howe and Norfolk Islands",0.443077975376415
"Coris picta","Actinopterygii","temperate",25,"common","Demersal","east","northern","abundance weighted quantiles",-29.44751,159.05391,"EMR4",22.1557592339261,10.5555555555556,-29.9346500000001,159.09327,"EMR41",22.4779480164159,3.13589743589744,-29.44751,0.0393599999992489,0.3221887824898,-1.21373691770084,"Lord Howe and Norfolk Islands",0.441983584131556,"Lord Howe and Norfolk Islands",0.441983584131556
"Linckia multifora","Asteroidea","tropical",12,"common","benthic","east","southern","abundance weighted quantiles",-29.44751,159.05391,"EMR4",22.1557592339261,6.68181818181818,-29.4540699999998,159.048569999999,"EMR16",22.5919288645691,4.77272727272727,-29.44751,-0.00534000000101287,0.436169630642997,-0.336472236621213,"Lord Howe and Norfolk Islands",0.441983584131556,"Lord Howe and Norfolk Islands",0.441983584131556
"Enneapterygius similis","Actinopterygii","tropical",3.58333333333333,"rare","benthic","both","northern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.5307660738714,85.3388888888889,-28.6128000000002,153.628729999998,"CBMP2",23.2770314637483,2,-29.9231399999996,0.240640000002969,0.7462653898769,-3.75348307729899,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Dicotylichthys punctulatus","Actinopterygii","temperate",43,"common","Demersal","east","northern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.8719288645691,1,-27.4135099999999,153.52519,"MBMP2",23.9306019151847,1,-29.9231399999996,0.137100000004779,1.0586730506156,0,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Enneapterygius atrogulare","Actinopterygii","temperate",5,"common","benthic","east","northern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.8521887824897,86.8888888888889,-21.07121,150.45552,"GBR269",25.3050068399453,1,-29.9231399999996,-2.93256999999542,2.45281805745555,-4.46463016320909,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Scorpaena jacksoniensis","Actinopterygii","temperate",40,"common","benthic","east","northern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.5307660738714,2.45588235294118,-30.1082,153.2125,"SI30",22.3918878248974,1.47549019607843,-29.9231399999996,-0.17558999999568,-0.138878248974002,-0.509495836335989,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Trachypoma macracanthus","Actinopterygii","temperate",22,"common","benthic","east","northern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.6816073871409,1.375,-29.9231399999996,153.388089999995,"SI2",22.7795212038304,1,-29.9231399999996,0,0.0979138166894984,-0.318453731118535,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Hemigymnus fasciatus","Actinopterygii","tropical",80,"common","Demersal","east","southern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.8198563611491,1.375,-23.25245,151.945449999999,"GBR250",24.7762585499316,1.83333333333333,-29.9231399999996,-1.44263999999615,1.9564021887825,0.287682072451781,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Paraluteres prionurus","Actinopterygii","tropical",11,"rare","Demersal","east","southern","abundance weighted quantiles",-29.9231399999996,153.388089999995,"SI2",22.7677838577291,1.75,-31.5390800000008,159.065429999999,"LHI5",21.8658276333789,1,-29.9231399999996,5.67734000000382,-0.901956224350201,-0.559615787935423,"Tweed-Moreton",0.0419516188774374,"Tweed-Moreton",0.0419516188774374
"Anampses neoguinaicus","Actinopterygii","tropical",20,"common","Demersal","east","southern","abundance weighted quantiles",-29.9579599999999,159.127589999998,"EMR33",22.0432558139535,3.97161904761905,-29.9561200000001,159.12732,"EMR32",22.4647332421341,3.07738095238095,-29.9579599999999,-0.000269999998806725,0.421477428180598,-0.255094937016681,"Lord Howe and Norfolk Islands",0.421477428180509,"Lord Howe and Norfolk Islands",0.421477428180509
"Ecsenius fourmanoiri","Actinopterygii","tropical",4.9,"rare","benthic","east","southern","abundance weighted quantiles",-29.9579599999999,159.127589999998,"EMR33",22.0432558139535,2.95454545454545,-29.9579599999999,159.127589999998,"EMR33",22.4647332421341,52.4444444444444,-29.9579599999999,0,0.421477428180598,2.87640959171201,"Lord Howe and Norfolk Islands",0.421477428180509,"Lord Howe and Norfolk Islands",0.421477428180509
"Exallias brevis","Actinopterygii","tropical",14.5,"rare","benthic","east","southern","abundance weighted quantiles",-29.9579599999999,159.127589999998,"EMR33",22.0432558139535,1,-30.2043200000005,153.26482,"SI3",22.6799726402189,1.4,-29.9579599999999,-5.86276999999808,0.636716826265399,0.336472236621213,"Lord Howe and Norfolk Islands",0.421477428180509,"Lord Howe and Norfolk Islands",0.421477428180509
"Paracirrhites forsteri","Actinopterygii","tropical",22,"common","benthic","east","southern","abundance weighted quantiles",-29.9579599999999,159.127589999998,"EMR33",22.0432558139535,1.55555555555556,-29.45436,159.142199999999,"EMR36",22.5764979480164,1.14285714285714,-29.9579599999999,0.0146100000008857,0.533242134062899,-0.308301359654517,"Lord Howe and Norfolk Islands",0.421477428180509,"Lord Howe and Norfolk Islands",0.421477428180509
"Aspasmogaster costata","Actinopterygii","temperate",5,"rare","benthic","east","northern","abundance weighted quantiles",-32.6855100000003,152.222440000003,"PS35",20.7816894664842,1.4,-32.7097599999982,152.159250000021,"PS20",21.1175649794802,2.4,-32.6855100000003,-0.0631899999823986,0.335875512995901,0.538996500732687,"Manning-Hawkesbury",0.42744555666544,"Manning-Hawkesbury",0.42744555666544
"Hyastenus elatus","Malacostraca","temperate",8,"rare","benthic","east","northern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",20.7942635658915,5.14869281045752,-32.7097599999982,152.159250000021,"PS20",21.1467510259918,4.92076190476191,-32.7097599999982,0,0.352487460100331,-0.0452794820386571,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Istigobius hoesei","Actinopterygii","temperate",6,"common","benthic","east","northern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",20.7103990354518,14.2151604313981,-32.7133299999988,152.157129999982,"PS7",20.9610432928301,7.15865617752477,-32.7097599999982,-0.00212000003887169,0.25064425737834,-0.685986752448826,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Pseudoboletia indiana","Echinoidea","temperate",10,"rare","benthic","east","northern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",20.8342544459644,3.25,-29.9304399999984,153.389839999999,"SI1",22.781853625171,4.7,-32.7097599999982,1.23058999997818,1.9475991792066,0.368907512374367,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Brachaluteres jacksonianus","Actinopterygii","temperate",10,"common","Demersal","east","northern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",20.7167414500684,2.63302544899799,-32.7116099999993,152.18483,"PS18",21.0851573187415,2.84333333333333,-32.7097599999982,0.0255799999796409,0.368415868673104,0.0768435269680954,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Ceratosoma brevicaudatum","Gastropoda","temperate",15,"common","benthic","east","northern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",20.573659370725,1.39322916666667,-32.7097599999982,152.159250000021,"PS20",20.9814192886457,1.30597643097643,-32.7097599999982,0,0.407759917920622,-0.0646732103424351,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Aulostomus chinensis","Actinopterygii","tropical",80,"common","Demersal","east","southern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",21.0864021887825,33,-30.2070099999996,153.265270000002,"SI8",22.6799726402189,1.41153846153846,-32.7097599999982,1.10601999998167,1.5935704514364,-3.15182734442744,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Cheilio inermis","Actinopterygii","tropical",50,"common","Demersal","east","southern","abundance weighted quantiles",-32.7097599999982,152.159250000021,"PS20",20.7020519835841,1.625,-32.7133299999988,152.157129999982,"PS7",21.1419699042408,2,-32.7097599999982,-0.00212000003887169,0.439917920656701,0.207639364778245,"Manning-Hawkesbury",0.248118700698281,"Manning-Hawkesbury",0.248118700698281
"Sagmariasus verreauxi","Malacostraca","temperate",NA,"rare","benthic","east","northern","abundance weighted quantiles",-32.7133299999988,152.157129999982,"PS7",20.7723119015048,2.92592592592593,-32.6182999999993,152.334329999999,"PS2",21.3825034199726,1.2,-32.7133299999988,0.177200000017081,0.610191518467801,-0.891289429668738,"Manning-Hawkesbury",0.210470953557238,"Manning-Hawkesbury",0.210470953557238
"Vincentia novaehollandiae","Actinopterygii","temperate",14,"rare","pelagic site attached","east","northern","abundance weighted quantiles",-32.7133299999988,152.157129999982,"PS7",20.8519852941176,1.34107142857143,-32.7097599999982,152.159250000021,"PS20",20.8774829001368,1.32070707070707,-32.7133299999988,0.00212000003887169,0.0254976060191545,-0.0153016152244974,"Manning-Hawkesbury",0.210470953557238,"Manning-Hawkesbury",0.210470953557238
"Petricia vernicina","Asteroidea","temperate",18,"common","benthic","east","northern","abundance weighted quantiles",-32.7133299999988,152.157129999982,"PS7",20.7723119015048,1.33333333333333,-32.75,152.194,"PS44",21.2177838577291,1.75,-32.7133299999988,0.0368700000180127,0.445471956224299,0.271933715483642,"Manning-Hawkesbury",0.210470953557238,"Manning-Hawkesbury",0.210470953557238
"Chromis chrysura","Actinopterygii","tropical",14,"common","Demersal","east","southern","abundance weighted quantiles",-23.2439999999999,155.548929999999,"CS25",24.6402599179207,97.7142857142857,-23.2447400000001,155.542329999999,"CS24",25.3179069767442,221.7,-23.2439999999999,-0.00660000000024752,0.677647058823499,0.819277348055029,"Coral Sea",0.67655266757869,"Coral Sea",0.67655266757869
"Acanthurus auranticavus","Actinopterygii","tropical",45,"rare","Demersal","east","southern","abundance weighted quantiles",-23.2447400000001,155.542329999999,"CS24",24.6402599179207,4.9375,-23.2447400000001,155.542329999999,"CS24",25.3179069767442,7.4,-23.2447400000001,0,0.677647058823499,0.404620869982884,"Coral Sea",0.677647058823485,"Coral Sea",0.677647058823485
"Chaetodon ulietensis","Actinopterygii","tropical",15,"common","Demersal","east","southern","abundance weighted quantiles",-23.2447400000001,155.542329999999,"CS24",24.6402599179207,2.25,-29.4424600000002,159.118430000001,"EMR10",22.5910396716826,2.25,-23.2447400000001,3.57610000000179,-2.0492202462381,0,"Coral Sea",0.677647058823485,"Coral Sea",0.677647058823485
"Stegastes gascoynei","Actinopterygii","tropical",15,"common","Demersal","both","northern","abundance weighted quantiles",-23.2472500000002,155.53484,"CS20",24.6397264021888,18.375,-29.0068099999999,167.916649999999,"NI15",21.4532010943912,50.515625,-23.2472500000002,12.3818099999992,-3.1865253077976,1.01129164926686,"Coral Sea",0.678180574555252,"Coral Sea",0.678180574555252
"Balistoides conspicillum","Actinopterygii","tropical",50,"rare","Demersal","east","southern","abundance weighted quantiles",-23.2472500000002,155.53484,"CS20",24.6397264021888,1,-23.25245,151.945449999999,"GBR250",24.6687688098495,1,-23.2472500000002,-3.58939000000089,0.0290424076607003,0,"Coral Sea",0.678180574555252,"Coral Sea",0.678180574555252
"Ctenochaetus striatus","Actinopterygii","tropical",26,"common","Demersal","east","southern","abundance weighted quantiles",-23.2549099999999,155.554579999998,"CS22",24.5924350205198,20.1304347826087,-22.1854000000002,155.361650000001,"CS36",25.394220246238,20.3143939393939,-23.2549099999999,-0.192929999997659,0.801785225718248,0.00909685767952461,"Coral Sea",0.690560875513135,"Coral Sea",0.690560875513135
"Koumansetta rainfordi","Actinopterygii","tropical",9,"common","Demersal","both","northern","abundance weighted quantiles",-12.2426400000001,122.985309999998,"NWS24",28.71439124487,7.14705882352941,-12.38391,143.771999999998,"GBR57",27.2165161878705,4.85,-12.2426400000001,20.7866899999997,-1.49787505699953,-0.387722213774995,"Exmouth to Broome",0.106880984952124,"Exmouth to Broome",0.106880984952124
"Lutjanus decussatus","Actinopterygii","tropical",35,"common","Demersal","both","northern","abundance weighted quantiles",-12.2426400000001,122.985309999998,"NWS24",28.71439124487,1.94117647058824,-12.17455,123.05939,"NWS182",28.8311764705882,6.85,-12.2426400000001,0.0740800000013735,0.1167852257182,1.26095443486387,"Exmouth to Broome",0.106880984952124,"Exmouth to Broome",0.106880984952124
"Upeneus tragula","Actinopterygii","tropical",30,"rare","Demersal","both","northern","abundance weighted quantiles",-12.2426400000001,122.985309999998,"NWS24",28.71439124487,1.6,-12.24405,122.998809999999,"NWS21",28.8212722298222,1.5,-12.2426400000001,0.0135000000005334,0.106880984952198,-0.0645385211375712,"Exmouth to Broome",0.106880984952124,"Exmouth to Broome",0.106880984952124
"Plectropomus areolatus","Actinopterygii","tropical",73,"rare","Demersal","both","northern","abundance weighted quantiles",-14.06257,121.965300000001,"NWS34",28.8597537619699,1,-10.22733,144.58955,"CS197",27.5766894664843,1,-14.06257,22.6242499999984,-1.2830642954856,0,"Exmouth to Broome",0.00980848153239577,"Exmouth to Broome",0.00980848153239577
"Paracirrhites arcatus","Actinopterygii","tropical",20,"common","benthic","west","southern","abundance weighted quantiles",-14.06257,121.965300000001,"NWS34",28.8597537619699,2,-17.50713,118.96635,"NWS62",28.0813953488372,1.5,-14.06257,-2.99895000000083,-0.778358413132697,-0.287682072451781,"Exmouth to Broome",0.00980848153239577,"Exmouth to Broome",0.00980848153239577
"Ecsenius alleni","Actinopterygii","tropical",3.4,"common","benthic","both","northern","abundance weighted quantiles",-14.0686599999999,121.776510000001,"NWS38",28.8033378932969,5.68181818181818,-14.0453,121.780720000001,"NWS37",28.8245006839945,12.2142857142857,-14.0686599999999,0.00420999999938942,0.021162790697602,0.765334942943416,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Acanthurus auranticavus","Actinopterygii","tropical",45,"rare","Demersal","west","southern","abundance weighted quantiles",-14.0686599999999,121.776510000001,"NWS38",28.8033378932969,1,-14.10958,123.55655,"NWS195",28.8124760601915,3,-14.0686599999999,1.78003999999882,0.00913816689460134,1.09861228866811,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Cirrhilabrus exquisitus","Actinopterygii","tropical",12,"rare","Demersal","west","southern","abundance weighted quantiles",-14.0686599999999,121.776510000001,"NWS38",28.8033378932969,18.5,-14.1044999999999,123.55491,"NWS196",28.8124760601915,39.1666666666667,-14.0686599999999,1.7783999999983,0.00913816689460134,0.750055312831825,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Coris batuensis","Actinopterygii","tropical",17,"common","Demersal","west","southern","abundance weighted quantiles",-14.0686599999999,121.776510000001,"NWS38",28.8033378932969,3.4,-14.12668,121.945460000001,"NWS29",28.8485909712722,3.83333333333333,-14.0686599999999,0.168949999999128,0.0452530779752998,0.119959315078979,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Halichoeres prosopeion","Actinopterygii","tropical",13,"common","Demersal","west","southern","abundance weighted quantiles",-14.0686599999999,121.776510000001,"NWS38",28.8033378932969,1.5,-14.14184,121.9589,"NWS30",28.8624076607387,2.71428571428571,-14.0686599999999,0.182389999998392,0.0590697674418017,0.593063722002963,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Scolopsis margaritifer","Actinopterygii","tropical",28,"common","Demersal","west","southern","abundance weighted quantiles",-14.0703899999999,121.96127,"NWS27",28.8572093023256,2.16666666666667,-13.6245399999999,122.00576,"NWS176",28.8856634746922,2.5,-14.0703899999999,0.0444900000001809,0.028454172366601,0.143100843640673,"Exmouth to Broome",0.00923392612835272,"Exmouth to Broome",0.00923392612835272
"Thalassoma quinquevittatum","Actinopterygii","tropical",17,"common","Demersal","both","northern","abundance weighted quantiles",-14.0717000000002,121.950830000001,"NWS35",28.8597537619699,1.5,-9.95826000000005,144.150609999998,"TS20",27.3091472868217,21.75,-14.0717000000002,22.1997799999973,-1.5506064751482,2.67414864942653,"Exmouth to Broome",0.00668946648426072,"Exmouth to Broome",0.00668946648426072
"Naso hexacanthus","Actinopterygii","tropical",75,"rare","Demersal","west","southern","abundance weighted quantiles",-14.0717000000002,121.950830000001,"NWS35",28.8597537619699,2,-17.2842999999999,119.376900000001,"NWS87",28.1959233926129,7,-14.0717000000002,-2.57392999999976,-0.663830369356997,1.25276296849537,"Exmouth to Broome",0.00668946648426072,"Exmouth to Broome",0.00668946648426072
"Centropyge bicolor","Actinopterygii","tropical",11,"common","Demersal","west","southern","abundance weighted quantiles",-14.0747000000001,121.787669999999,"NWS36",28.8033378932969,4.625,-14.1044999999999,123.55491,"NWS196",28.8124760601915,3.64285714285714,-14.0747000000001,1.76724000000038,0.00913816689460134,-0.238708067855321,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Centropyge bispinosa","Actinopterygii","tropical",10,"common","Demersal","west","southern","abundance weighted quantiles",-14.0747000000001,121.787669999999,"NWS36",28.8033378932969,1,-17.2842999999999,119.376900000001,"NWS87",28.1959233926129,1.16666666666667,-14.0747000000001,-2.41076999999798,-0.607414500683998,0.154150679827258,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Chaetodon baronessa","Actinopterygii","tropical",16,"common","Demersal","west","southern","abundance weighted quantiles",-14.0747000000001,121.787669999999,"NWS36",28.8033378932969,2.6,-14.1044999999999,123.55491,"NWS196",28.8124760601915,3.66666666666667,-14.0747000000001,1.76724000000038,0.00913816689460134,0.343771539102824,"Exmouth to Broome",0.0124487004104523,"Exmouth to Broome",0.0124487004104523
"Chrysiptera cyanea","Actinopterygii","tropical",8.5,"rare","Demersal","both","northern","abundance weighted quantiles",-14.0784999999999,121.741999999999,"NWS40",28.8076607387141,32.875,-14.0784999999999,121.741999999999,"NWS40",28.8192886456908,16.3333333333333,-14.0784999999999,0,0.0116279069766989,-0.699504481055412,"Exmouth to Broome",0.0116279069768268,"Exmouth to Broome",0.0116279069768268
"Ecsenius schroederi","Actinopterygii","tropical",5.82,"rare","benthic","both","northern","abundance weighted quantiles",-14.0784999999999,121.741999999999,"NWS40",28.8076607387141,1.33333333333333,-14.10958,123.55655,"NWS195",28.8124760601915,2.33333333333333,-14.0784999999999,1.81455000000143,0.00481532147739827,0.559615787935423,"Exmouth to Broome",0.0116279069768268,"Exmouth to Broome",0.0116279069768268
"Rhinecanthus aculeatus","Actinopterygii","tropical",30,"rare","Demersal","both","northern","abundance weighted quantiles",-14.0784999999999,121.741999999999,"NWS40",28.8076607387141,1,-12.20716,123.042880000001,"NWS179",28.8133789329685,2.7,-14.0784999999999,1.30088000000177,0.00571819425439912,0.993251773010283,"Exmouth to Broome",0.0116279069768268,"Exmouth to Broome",0.0116279069768268
"Kyphosus cinerascens","Actinopterygii","tropical",50,"rare","pelagic site attached","west","southern","abundance weighted quantiles",-14.0784999999999,121.741999999999,"NWS40",28.8076607387141,236,-14.1019299999999,123.5508,"NWS194",28.8124760601915,12.3333333333333,-14.0784999999999,1.80880000000153,0.00481532147739827,-2.9515261810495,"Exmouth to Broome",0.0116279069768268,"Exmouth to Broome",0.0116279069768268
"Gobiodon spilophthalmus","Actinopterygii","tropical",4.86666666666667,"rare","benthic","both","northern","abundance weighted quantiles",-14.10934,121.96473,"NWS32",28.8598221614227,5,-17.0753999999999,119.64617,"NWS72",28.2927359781122,6.5,-14.10934,-2.31855999999972,-0.567086183310497,0.262364264467491,"Exmouth to Broome",0.00482900136771036,"Exmouth to Broome",0.00482900136771036
"Pterocaesio trilineata","Actinopterygii","tropical",20,"rare","pelagic site attached","west","southern","abundance weighted quantiles",-14.10934,121.96473,"NWS32",28.8598221614227,127.5,-14.0828000000001,121.748160000002,"NWS39",28.8192886456908,45,-14.10934,-0.216569999998214,-0.040533515731898,-1.04145387482816,"Exmouth to Broome",0.00482900136771036,"Exmouth to Broome",0.00482900136771036
"Neoniphon sammara","Actinopterygii","tropical",32,"common","Demersal","west","southern","abundance weighted quantiles",-14.1327000000001,121.942179999999,"NWS28",28.8441176470588,11.3333333333333,-14.1327000000001,121.942179999999,"NWS28",28.8485909712722,5.91666666666667,-14.1327000000001,0,0.00447332421340008,-0.649975008694737,"Exmouth to Broome",0.00447332421359192,"Exmouth to Broome",0.00447332421359192
"Pomacentrus chrysurus","Actinopterygii","tropical",9,"rare","Demersal","west","southern","abundance weighted quantiles",-14.1327000000001,121.942179999999,"NWS28",28.8441176470588,10.75,-12.2159000000001,123.005749999999,"NWS15",28.8151299589603,26,-14.1327000000001,1.06357000000015,-0.0289876880984998,0.88319078344781,"Exmouth to Broome",0.00447332421359192,"Exmouth to Broome",0.00447332421359192
"Pomacanthus navarchus","Actinopterygii","tropical",28,"rare","Demersal","both","northern","abundance weighted quantiles",-17.0620200000001,119.648150000001,"NWS77",28.0853488372093,1.73684210526316,-13.92629,121.902650000001,"NWS174",28.8633789329685,1,-17.0620200000001,2.25449999999988,0.778030095759203,-0.55206858230004,"Exmouth to Broome",0.206443228454198,"Exmouth to Broome",0.206443228454198
"Centropyge eibli","Actinopterygii","tropical",15,"rare","Demersal","both","northern","abundance weighted quantiles",-17.0626300000001,119.646959999999,"NWS68",28.0825444596443,3.03125,-14.0747000000001,121.787669999999,"NWS36",28.8157865937073,1.125,-17.0626300000001,2.14071000000064,0.733242134063001,-0.991192040047273,"Exmouth to Broome",0.210191518468012,"Exmouth to Broome",0.210191518468012
"Anyperodon leucogrammicus","Actinopterygii","tropical",65,"rare","Demersal","west","southern","abundance weighted quantiles",-17.0666000000001,119.640270000002,"NWS78",28.0853488372093,1,-17.56045,118.942139999999,"NWS64",28.0470314637483,1.2,-17.0666000000001,-0.698130000002436,-0.0383173734609983,0.182321556793955,"Exmouth to Broome",0.208645690834491,"Exmouth to Broome",0.208645690834491
"Acanthurus pyroferus","Actinopterygii","tropical",25,"common","Demersal","west","southern","abundance weighted quantiles",-17.08687,119.614800000001,"NWS75",28.0846785225718,2.625,-14.0559700000001,121.958469999999,"NWS33",28.8695622435021,3.8,-17.08687,2.3436699999979,0.784883720930299,0.369920170688753,"Exmouth to Broome",0.207387140902945,"Exmouth to Broome",0.207387140902945
"Stegastes punctatus","Actinopterygii","tropical",12.7541666666667,"rare","Demersal","both","northern","abundance weighted quantiles",-17.1641,119.6277,"NWS70",28.0464021887825,52.8571428571429,-9.97456000000006,144.694,"CS209",27.483488372093,19,-17.1641,25.0662999999998,-0.562913816689502,-1.02315387741652,"Exmouth to Broome",0.214746922024705,"Exmouth to Broome",0.214746922024705
"Carcharhinus amblyrhynchos","Elasmobranchii","tropical",255,"common","pelagic non-site attached","west","southern","abundance weighted quantiles",-17.1641,119.6277,"NWS70",28.0464021887825,1.2,-17.0763999999999,119.6539,"NWS66",28.2991108071135,1,-17.1641,0.0262000000005145,0.252708618330999,-0.182321556793955,"Exmouth to Broome",0.214746922024705,"Exmouth to Broome",0.214746922024705
"Caranx melampygus","Actinopterygii","tropical",117,"common","pelagic non-site attached","west","southern","abundance weighted quantiles",-17.2461199999998,119.34713,"NWS84",27.9966621067031,2.875,-17.2909,119.35929,"NWS86",28.1975102599179,1.07142857142857,-17.2461199999998,0.0121599999999518,0.200848153214803,-0.987059802762362,"Exmouth to Broome",0.222818057455555,"Exmouth to Broome",0.222818057455555
"Chromis amboinensis","Actinopterygii","tropical",9,"common","Demersal","west","southern","abundance weighted quantiles",-17.2530200000001,119.36037,"NWS89",27.9820656634747,35.875,-17.3551599999999,119.383930000001,"NWS101",28.1526538987688,47.125,-17.2530200000001,0.0235600000013108,0.170588235294101,0.27276297168839,"Exmouth to Broome",0.212311901504833,"Exmouth to Broome",0.212311901504833
"Pseudocheilinus evanidus","Actinopterygii","tropical",8,"rare","Demersal","west","southern","abundance weighted quantiles",-17.2530200000001,119.36037,"NWS89",27.9820656634747,3.8,-17.50713,118.96635,"NWS62",28.0813953488372,1.2,-17.2530200000001,-0.394019999999642,0.0993296853625019,-1.15267950993839,"Exmouth to Broome",0.212311901504833,"Exmouth to Broome",0.212311901504833
"Scarus spinus","Actinopterygii","tropical",30,"rare","Demersal","west","southern","abundance weighted quantiles",-17.2530200000001,119.36037,"NWS89",27.9820656634747,1,-17.3551599999999,119.383930000001,"NWS101",28.1526538987688,2,-17.2530200000001,0.0235600000013108,0.170588235294101,0.693147180559945,"Exmouth to Broome",0.212311901504833,"Exmouth to Broome",0.212311901504833
"Aethaloperca rogaa","Actinopterygii","tropical",60,"rare","Demersal","west","southern","abundance weighted quantiles",-17.50713,118.96635,"NWS62",27.8661285909713,1.22222222222222,-17.0753999999999,119.64617,"NWS72",28.2927359781122,1.66666666666667,-17.50713,0.679819999999566,0.426607387140901,0.310154928303839,"Exmouth to Broome",0.215266757865894,"Exmouth to Broome",0.215266757865894
"Anampses twistii","Actinopterygii","tropical",18,"common","Demersal","west","southern","abundance weighted quantiles",-17.50713,118.96635,"NWS62",27.8661285909713,3.11538461538462,-17.5479999999998,118.9737,"NWS57",28.0813953488372,2.0625,-17.50713,0.00735000000000241,0.215266757865901,-0.412433777424258,"Exmouth to Broome",0.215266757865894,"Exmouth to Broome",0.215266757865894
"Naso vlamingii","Actinopterygii","tropical",60,"rare","Demersal","west","southern","abundance weighted quantiles",-17.50713,118.96635,"NWS62",27.8661285909713,4.25,-17.1641,119.6277,"NWS70",28.2611491108071,4.95,-17.50713,0.661349999999288,0.3950205198358,0.152468593644274,"Exmouth to Broome",0.215266757865894,"Exmouth to Broome",0.215266757865894
"Scarus forsteni","Actinopterygii","tropical",55,"rare","Demersal","west","southern","abundance weighted quantiles",-17.50713,118.96635,"NWS62",27.8661285909713,1.92307692307692,-17.3188200000002,119.360500000001,"NWS96",28.171340629275,4.22222222222222,-17.50713,0.39415000000038,0.305212038303701,0.786435114983502,"Exmouth to Broome",0.215266757865894,"Exmouth to Broome",0.215266757865894
"Thalassoma quinquevittatum","Actinopterygii","tropical",17,"common","Demersal","west","southern","abundance weighted quantiles",-17.50713,118.96635,"NWS62",27.8661285909713,21.5689655172414,-17.5531000000001,118.9738,"NWS58",28.0528317373461,16.05,-17.50713,0.00744999999935203,0.1867031463748,-0.295546650344467,"Exmouth to Broome",0.215266757865894,"Exmouth to Broome",0.215266757865894
"Acanthurus blochii","Actinopterygii","tropical",45,"common","Demersal","west","southern","abundance weighted quantiles",-17.54749,118.968840000001,"NWS60",27.8652530779754,12,-17.5699100000001,118.97193,"NWS55",28.0528317373461,14.6,-17.54749,0.00308999999882076,0.187578659370701,0.19611487892629,"Exmouth to Broome",0.216142270861621,"Exmouth to Broome",0.216142270861621
"Amphiprion perideraion","Actinopterygii","tropical",10,"rare","Demersal","west","southern","abundance weighted quantiles",-17.54749,118.968840000001,"NWS60",27.8652530779754,4.5,-17.2879999999999,119.377500000001,"NWS88",28.1975102599179,6.33333333333333,-17.54749,0.408659999999969,0.332257181942502,0.341749293722057,"Exmouth to Broome",0.216142270861621,"Exmouth to Broome",0.216142270861621
