"taxon","class","guild","max_length","presence","mobility","side","limit","method","lat1","lon1","site1","temp1","total1","lat2","lon2","site2","temp2","total2","lat","dLon","dTemp","pop_trend","ecoregion","dSST","i.ecoregion","i.dSST"
"Naso unicornis","Actinopterygii","tropical",70,"common","Demersal","east","southern","abundance weighted quantiles",-33.8241000000006,151.297200000001,"SYD39",20.6400136798906,2.28636363636364,-31.5646899999996,159.07015,"LHI15",21.8545554035568,1.66666666666667,-33.8241000000006,7.77294999999876,1.2145417236662,-0.316136999981387,"Manning-Hawkesbury",-0.0364228788791294,"Manning-Hawkesbury",-0.0364228788791294
"Siphamia cephalotes","Actinopterygii","temperate",6,"common","pelagic site attached","east","northern","abundance weighted quantiles",-33.8282700000001,151.265740000002,"SYD38",20.3352667578659,11.8571428571429,-32.5991900000005,152.320609999999,"PS5",21.3376607387141,22.1666666666667,-33.8282700000001,1.05486999999712,1.0023939808482,0.625659200252414,"Manning-Hawkesbury",0.175923136117532,"Manning-Hawkesbury",0.175923136117532
"Carangoides orthogrammus","Actinopterygii","tropical",75,"rare","pelagic non-site attached","east","southern","abundance weighted quantiles",-33.8303599999999,151.263779999998,"SYD37",19.9675239398085,3,-35.0406800000001,150.833859999999,"JBMP-S23",20.5527359781122,4.25,-33.8303599999999,-0.429919999998788,0.585212038303698,0.348306694268216,"Manning-Hawkesbury",0.385832364345493,"Manning-Hawkesbury",0.385832364345493
"Parupeneus pleurostigma","Actinopterygii","tropical",33,"common","Demersal","east","southern","abundance weighted quantiles",-33.8303599999999,151.263779999998,"SYD37",19.9675239398085,14.3333333333333,-29.9336899999999,159.09714,"EMR31",22.4779480164159,2.59090909090909,-33.8303599999999,7.83336000000176,2.5104240766074,-1.71057901254922,"Manning-Hawkesbury",0.385832364345493,"Manning-Hawkesbury",0.385832364345493
"Upeneus tragula","Actinopterygii","tropical",30,"rare","Demersal","east","southern","abundance weighted quantiles",-33.9914199999993,151.230780000001,"SYD20",20.3913132694938,8,-32.7133299999988,152.157129999982,"PS7",20.9251778385773,1.5,-33.9914199999993,0.926349999981255,0.533864569083498,-1.67397643357167,"Manning-Hawkesbury",0.00804126958203355,"Manning-Hawkesbury",0.00804126958203355
"Pempheris analis","Actinopterygii","tropical",20,"common","Demersal","east","southern","abundance weighted quantiles",-34.5981599999997,150.90116,"NSW12",20.3447469220246,10.3333333333333,-31.5391499999997,159.053409999995,"LHI16",21.8354924760602,7.89473684210526,-34.5981599999997,8.15224999999504,1.4907455540356,-0.269178600887221,"Cape Howe",0.392491685150777,"Cape Howe",0.392491685150777
"Chaetodon guentheri","Actinopterygii","temperate",22,"common","Demersal","east","southern","abundance weighted quantiles",-34.5981599999997,150.90116,"NSW12",20.1860054719562,1.41666666666667,-32.7151500000021,152.150360000008,"PS16",20.9690232558139,3.30297619047619,-34.5981599999997,1.24920000000728,0.783017783857744,0.846517243660381,"Cape Howe",0.392491685150777,"Cape Howe",0.392491685150777
"Aspidontus taeniatus","Actinopterygii","tropical",11.5,"rare","benthic","east","southern","abundance weighted quantiles",-35.0799300000022,150.793000000004,"JBMP-S3",19.5676880984952,1.5,-33.5788799999997,151.3315,"SYD57",20.6565526675787,1,-35.0799300000022,0.53849999999602,1.0888645690835,-0.405465108108164,"Cape Howe",0.497515093603095,"Cape Howe",0.497515093603095
"Heliocidaris tuberculata","Echinoidea","temperate",17,"common","benthic","east","southern","abundance weighted quantiles",-35.0799300000022,150.793000000004,"JBMP-S3",19.3102599179207,6.33333333333333,-35.53148,150.41545,"BMP-S2",19.6194664842681,3.48809523809524,-35.0799300000022,-0.377550000003879,0.309206566347399,-0.596470880324577,"Cape Howe",0.497515093603095,"Cape Howe",0.497515093603095
"Scorpaenodes evides","Actinopterygii","temperate",12.5,"rare","benthic","east","southern","abundance weighted quantiles",-35.0877299999993,150.798980000009,"JBMP-S26",19.2451436388509,1,-33.8401100000003,151.277489999998,"SYD31",20.3899316005472,1,-35.0877299999993,0.478509999988916,1.1447879616963,0,"Cape Howe",0.19638561551163,"Cape Howe",0.19638561551163
"Chelmonops truncatus","Actinopterygii","temperate",22,"common","Demersal","east","southern","abundance weighted quantiles",-35.1343800000018,150.726650000004,"JBMP-S18",19.5319311445508,2.40626503126503,-35.1209700000015,150.707889999997,"JBMP-S1",19.802937756498,1.96181318681319,-35.1343800000018,-0.0187600000076031,0.271006611947119,-0.204206624875616,"Cape Howe",0.202128920888107,"Cape Howe",0.202128920888107
"Kyphosus sectatrix","Actinopterygii","tropical",76,"common","pelagic site attached","both","northern","abundance weighted quantiles",-29.4335099999999,159.135419999999,"EMR14",22.1501641586867,30.35,-29.4426899999999,159.060879999999,"EMR5",22.5977428180575,88.5434782608696,-29.4335099999999,-0.0745399999999847,0.447578659370802,1.07069719365381,"Lord Howe and Norfolk Islands",0.439740082079371,"Lord Howe and Norfolk Islands",0.439740082079371
"Chaetodontoplus conspicillatus","Actinopterygii","temperate",25,"rare","Demersal","east","northern","abundance weighted quantiles",-29.4335099999999,159.135419999999,"EMR14",22.1501641586867,1.28571428571429,-29.42234,159.11073,"EMR12",22.5899042407661,1.5,-29.4335099999999,-0.0246899999990546,0.4397400820794,0.154150679827258,"Lord Howe and Norfolk Islands",0.439740082079371,"Lord Howe and Norfolk Islands",0.439740082079371
"Anampses geographicus","Actinopterygii","tropical",31,"common","Demersal","east","southern","abundance weighted quantiles",-31.5391499999997,159.053409999995,"LHI16",21.6489192886457,2.09090909090909,-30.20167,153.266350000001,"SI4",22.6387140902873,1.5,-31.5391499999997,-5.78705999999414,0.989794801641601,-0.332133835022615,"Lord Howe and Norfolk Islands",0.181023389536399,"Lord Howe and Norfolk Islands",0.181023389536399
"Chaetodon auriga","Actinopterygii","tropical",23,"common","Demersal","east","southern","abundance weighted quantiles",-31.5391499999997,159.053409999995,"LHI16",21.8819699042408,2.01116071428571,-31.5391499999997,159.053409999995,"LHI16",21.8659370725034,1.33333333333333,-31.5391499999997,0,-0.0160328317374017,-0.411029952741572,"Lord Howe and Norfolk Islands",0.181023389536399,"Lord Howe and Norfolk Islands",0.181023389536399
"Cirrhitichthys aprinus","Actinopterygii","temperate",13,"common","benthic","east","southern","abundance weighted quantiles",-34.0691499999996,151.129979999999,"SYD14",19.9703146374829,1.8,-33.99297,151.2298,"SYD67",20.4467989056088,2.0625,-34.0691499999996,0.099820000001273,0.476484268125901,0.13613217432458,"Manning-Hawkesbury",0.327786366683426,"Manning-Hawkesbury",0.327786366683426
"Asterropteryx semipunctata","Actinopterygii","tropical",4.5,"rare","benthic","both","northern","abundance weighted quantiles",-17.2977199999998,119.342299999999,"NWS93",27.9753077975376,9.6,-11.2280599999999,143.353560000001,"GBR86",27.7205882352941,20.75,-17.2977199999998,24.011260000002,-0.254719562243498,0.770783148202917,"Exmouth to Broome",0.217168262653932,"Exmouth to Broome",0.217168262653932
"Pomacentrus milleri","Actinopterygii","tropical",7.5,"common","Demersal","both","northern","abundance weighted quantiles",-10.60265,141.90855,"TS3",27.4701094391245,203.144444444444,-10.6058,141.90612,"TS2",27.7919972640219,154,-10.60265,-0.00243000000031657,0.321887824897402,-0.276964672584611,"Torres Strait Northern Great Barrier Reef",0.321887824897317,"Torres Strait Northern Great Barrier Reef",0.321887824897317
"Culcita novaeguineae","Asteroidea","tropical",25,"rare","benthic","east","southern","abundance weighted quantiles",-29.9332900000002,159.056100000001,"EMR19",22.0607250341997,1,-29.9336899999999,159.09714,"EMR31",22.4779480164159,1,-29.9332900000002,0.0410399999986453,0.417222982216202,0,"Lord Howe and Norfolk Islands",0.418276333789375,"Lord Howe and Norfolk Islands",0.418276333789375
"Cirrhitichthys falco","Actinopterygii","tropical",7,"common","benthic","east","southern","abundance weighted quantiles",-30.20167,153.266350000001,"SI4",22.4954719562243,1.96666666666667,-30.2019,153.267600000001,"SI17",22.6239671682627,1.96666666666667,-30.20167,0.00124999999934516,0.128495212038366,2.22044604925031e-16,"Tweed-Moreton",0.0613367956772741,"Tweed-Moreton",0.0613367956772741
"Eviota sigillata","Actinopterygii","tropical",3,"rare","benthic","east","southern","abundance weighted quantiles",-30.20167,153.266350000001,"SI4",22.4954719562243,17,-23.1957000000002,150.93748,"GBR253",24.4896443228454,19,-30.20167,-2.32887000000096,1.9941723666211,0.111225635110224,"Tweed-Moreton",0.0613367956772741,"Tweed-Moreton",0.0613367956772741
"Linckia laevigata","Asteroidea","tropical",22,"common","benthic","east","southern","abundance weighted quantiles",-30.20167,153.266350000001,"SI4",22.4954719562243,6,-29.4265500000001,159.126109999999,"EMR13",22.5899042407661,1.2,-30.20167,5.85975999999812,0.0944322845417993,-1.6094379124341,"Tweed-Moreton",0.0613367956772741,"Tweed-Moreton",0.0613367956772741
"Lutjanus russellii","Actinopterygii","tropical",50,"rare","Demersal","east","southern","abundance weighted quantiles",-30.20167,153.266350000001,"SI4",22.4954719562243,3.71428571428571,-34.0691499999996,151.129979999999,"SYD14",20.5166142270862,19.5,-30.20167,-2.13637000000259,-1.97885772913815,1.65822807660353,"Tweed-Moreton",0.0613367956772741,"Tweed-Moreton",0.0613367956772741
"Plectroglyphidodon dickii","Actinopterygii","tropical",11,"common","Demersal","east","southern","abundance weighted quantiles",-30.20167,153.266350000001,"SI4",22.4954719562243,4.70833333333333,-30.0176500000011,153.2692,"SI6",22.3668475452196,4.42631578947368,-30.20167,0.0028499999983751,-0.128624411004669,-0.0617664005519329,"Tweed-Moreton",0.0613367956772741,"Tweed-Moreton",0.0613367956772741
"Ostorhinchus cookii","Actinopterygii","tropical",10,"common","Demersal","west","southern","abundance weighted quantiles",-20.543,116.53068,"WA78",26.1194254445964,5.5,-20.62176,116.507360000002,"WA65",26.7566757865937,10.9444444444444,-20.543,-0.0233199999983214,0.637250341997301,0.688083878603399,"Exmouth to Broome",0.487107930828788,"Exmouth to Broome",0.487107930828788
"Diadema savignyi","Echinoidea","tropical",25,"common","benthic","west","southern","abundance weighted quantiles",-28.6713499999998,113.84345,"WA52",22.3975649794802,4.66666666666667,-23.1287200000004,113.75232,"NMP-S3",24.3694528043776,1,-28.6713499999998,-0.0911300000006321,1.9718878248974,-1.54044504094715,"Houtman",0.0230232558139392,"Houtman",0.0230232558139392
"Labroides dimidiatus","Actinopterygii","tropical",14,"common","Demersal","west","southern","abundance weighted quantiles",-28.6713499999998,113.84345,"WA52",22.3975649794802,3.34375,-26.14294,113.16653,"WA60",23.0670451436389,3.5,-28.6713499999998,-0.676920000000536,0.669480164158699,0.0456700368331883,"Houtman",0.0230232558139392,"Houtman",0.0230232558139392
"Linckia multifora","Asteroidea","tropical",12,"common","benthic","west","southern","abundance weighted quantiles",-28.6713499999998,113.84345,"WA52",22.3975649794802,3.16666666666667,-23.0447300000007,113.818430000004,"NMP20",24.357756497948,1.35185185185185,-28.6713499999998,-0.0250199999964167,1.96019151846779,-0.851204115354269,"Houtman",0.0230232558139392,"Houtman",0.0230232558139392
"Cerithium echinatum","Gastropoda","tropical",8,"rare","benthic","west","southern","abundance weighted quantiles",-28.6994100000001,113.77634,"WA163",22.4469357045144,26.75,-23.2131300000001,113.762959999996,"NMP10",24.1361149110807,2.48214285714286,-28.6994100000001,-0.0133800000044175,1.6891792065663,-2.37741223094647,"Houtman",0.0397127222981908,"Houtman",0.0397127222981908
"Arripis georgianus","Actinopterygii","temperate",41,"common","pelagic non-site attached","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.614049247606,129.558333333333,-31.9890999999997,115.515899999999,"RI19",20.3822366621067,230.809722222222,-31.9742700000002,-0.0216699999938896,-0.231812585499299,0.577462427592153,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Nectria saoria","Asteroidea","temperate",14,"rare","benthic","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.7979616963064,2,-33.68935,134.47376,"EYR26",16.9528727770178,1,-31.9742700000002,18.9361900000078,-3.8450889192886,-0.693147180559945,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Siphonognathus caninis","Actinopterygii","temperate",10,"rare","Demersal","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.5541792065664,10.75,-30.4214200000001,115.001929999999,"JMP-S3",21.0893570451436,1,-31.9742700000002,-0.535639999993734,0.535177838577248,-2.37490575457367,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Aracana aurita","Actinopterygii","temperate",25,"common","Demersal","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.7392065663475,1,-30.6716699999998,115.13564,"JMP-S29",21.0613132694938,1,-31.9742700000002,-0.401929999992319,0.3221067031463,0,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Scobinichthys granulatus","Actinopterygii","temperate",30,"common","Demersal","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",21.0852120383037,1.2,-30.2268299999997,114.993520000001,"JMP-S13",20.8852257181943,1,-31.9742700000002,-0.544049999991259,-0.199986320109399,-0.182321556793955,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Sepia apama","Cephalopoda","temperate",80,"common","Demersal","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.6750341997264,3.86363636363636,-31.9902000000002,115.504699999996,"RI9",20.1681532147743,1,-31.9742700000002,-0.0328699999966631,-0.506880984952101,-1.351608803132,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Siphonognathus beddomei","Actinopterygii","temperate",14,"common","Demersal","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.5220930232558,12.0614035087719,-32.02967,115.53069,"RI14",20.3282535339717,4.56060606060606,-31.9742700000002,-0.00687999999307465,-0.193839489284098,-0.972555038983726,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Urolophus gigas","Elasmobranchii","temperate",70,"rare","benthic","west","northern","abundance weighted quantiles",-31.9742700000002,115.537569999993,"RI23",20.6750341997264,1,-33.68935,134.47376,"EYR26",16.9528727770178,1,-31.9742700000002,18.9361900000078,-3.7221614227086,0,"Leeuwin",-0.337662739545138,"Leeuwin",-0.337662739545138
"Paracaesio xanthura","Actinopterygii","tropical",50,"rare","pelagic site attached","both","northern","abundance weighted quantiles",-29.4265500000001,159.126109999999,"EMR13",22.1501641586867,67.1666666666667,-29.45436,159.142199999999,"EMR36",22.5764979480164,98.0740740740741,-29.4265500000001,0.0160899999998492,0.4263337893297,0.378545958333942,"Lord Howe and Norfolk Islands",0.43974008207941,"Lord Howe and Norfolk Islands",0.43974008207941
"Pomacentrus australis","Actinopterygii","tropical",8,"rare","Demersal","east","southern","abundance weighted quantiles",-31.5129299999992,159.042799999997,"LHI28",21.6650205198358,9,-23.5365199999998,151.757310000001,"GBR243",24.5359233926129,64.6666666666667,-31.5129299999992,-7.28548999999617,2.8709028727771,1.972021293059,"Lord Howe and Norfolk Islands",0.14091724226526,"Lord Howe and Norfolk Islands",0.14091724226526
"Carcharhinus galapagensis","Elasmobranchii","tropical",370,"common","pelagic non-site attached","east","southern","abundance weighted quantiles",-31.5953999999997,159.078750000001,"LHI21",21.6754810761514,1.78390022675737,-31.5708200000006,159.068239999996,"LHI13",21.7824076607387,1.51282051282051,-31.5953999999997,-0.0105100000042739,0.106926584587299,-0.164826308112278,"Lord Howe and Norfolk Islands",0.102185309902161,"Lord Howe and Norfolk Islands",0.102185309902161
"Thalassoma amblycephalum","Actinopterygii","tropical",16,"common","Demersal","east","southern","abundance weighted quantiles",-31.5953999999997,159.078750000001,"LHI21",21.7817738258094,26.1120470006184,-31.5129299999992,159.042799999997,"LHI28",21.8632922936616,15.5969135802469,-31.5953999999997,-0.0359500000035666,0.0815184678522343,-0.515323731481447,"Lord Howe and Norfolk Islands",0.102185309902161,"Lord Howe and Norfolk Islands",0.102185309902161
"Thalassoma purpureum","Actinopterygii","tropical",46,"common","Demersal","east","southern","abundance weighted quantiles",-31.5953999999997,159.078750000001,"LHI21",21.6312038303694,1.77085858585859,-31.551930000001,159.067310000007,"LHI7",21.7862517099863,1.77666666666667,-31.5953999999997,-0.0114399999939678,0.155047879616898,0.00327444377933988,"Lord Howe and Norfolk Islands",0.102185309902161,"Lord Howe and Norfolk Islands",0.102185309902161
"Anampses elegans","Actinopterygii","temperate",30,"common","Demersal","east","southern","abundance weighted quantiles",-31.5953999999997,159.078750000001,"LHI21",21.6644117647059,5.9768327878084,-31.5835500000005,159.065960000005,"LHI11",21.8191860465116,7.11597222222222,-31.5953999999997,-0.0127899999954195,0.15477428180575,0.174451072718591,"Lord Howe and Norfolk Islands",0.102185309902161,"Lord Howe and Norfolk Islands",0.102185309902161
"Trygonoptera testacea","Elasmobranchii","temperate",47,"common","benthic","east","northern","abundance weighted quantiles",-32.5991900000005,152.320609999999,"PS5",20.7589329685363,1.72525336981859,-30.3036000000001,153.151320000001,"SI26",22.1841176470588,1.5,-32.5991900000005,0.830710000001403,1.4251846785225,-0.139908812643446,"Manning-Hawkesbury",0.367718239854074,"Manning-Hawkesbury",0.367718239854074
"Heteroclinus roseus","Actinopterygii","temperate",15,"rare","benthic","east","northern","abundance weighted quantiles",-32.5991900000005,152.320609999999,"PS5",21.0322298221614,1.16666666666667,-32.7097599999982,152.159250000021,"PS20",20.8375923392613,1,-32.5991900000005,-0.16135999997843,-0.194637482900148,-0.154150679827258,"Manning-Hawkesbury",0.367718239854074,"Manning-Hawkesbury",0.367718239854074
"Heteroclinus tristis","Actinopterygii","temperate",30,"rare","benthic","east","northern","abundance weighted quantiles",-32.5991900000005,152.320609999999,"PS5",20.8512859097127,1.33333333333333,-35.0746900000004,150.773439999999,"JBMP-S12",20.2298084815321,1,-32.5991900000005,-1.54717000000028,-0.621477428180601,-0.287682072451781,"Manning-Hawkesbury",0.367718239854074,"Manning-Hawkesbury",0.367718239854074
"Hypoplectrodes nigroruber","Actinopterygii","temperate",30,"common","benthic","east","northern","abundance weighted quantiles",-32.6182999999993,152.334329999999,"PS2",20.9911901504788,1.22321428571429,-33.8388000000005,151.279049999998,"SYD35",20.4483857729138,1,-32.6182999999993,-1.05528000000083,-0.542804377565002,-0.201482054533031,"Manning-Hawkesbury",0.350384380898603,"Manning-Hawkesbury",0.350384380898603
"Scobinichthys granulatus","Actinopterygii","temperate",30,"common","Demersal","east","northern","abundance weighted quantiles",-32.6182999999993,152.334329999999,"PS2",21.3209302325581,1.3,-32.6888400000016,152.222179999994,"PS3",21.0999589603284,1.86666666666667,-32.6182999999993,-0.112150000004476,-0.22097127222975,0.361790044605503,"Manning-Hawkesbury",0.350384380898603,"Manning-Hawkesbury",0.350384380898603
"Meuschenia galii","Actinopterygii","temperate",35,"common","Demersal","east","northern","abundance weighted quantiles",-35.1211299999996,150.764159999998,"JBMP-S16",19.2470177838577,1,-38.2746200000001,144.649179999999,"PPH40",15.8662243502052,1.27272727272727,-35.1211299999996,-6.11497999999816,-3.3807934336525,0.241162056816888,"Cape Howe",0.672157225887965,"Cape Howe",0.672157225887965
"Rhabdosargus sarba","Actinopterygii","temperate",80,"common","Demersal","both","southern","abundance weighted quantiles",-35.1211299999996,150.764159999998,"JBMP-S16",19.559781121751,10.3768518518519,-35.1127200000007,150.767200000002,"JBMP-S15",20.086708618331,12.0915966386555,-35.1211299999996,0.0030400000043187,0.526927496580036,0.15293317672408,"Cape Howe",0.672157225887965,"Cape Howe",0.672157225887965
"Carcharhinus galapagensis","Elasmobranchii","tropical",370,"common","pelagic non-site attached","both","northern","abundance weighted quantiles",-29.42234,159.11073,"EMR12",22.1501641586867,2.5,-29.4335099999999,159.135419999999,"EMR14",22.5899042407661,3.21052631578947,-29.42234,0.0246899999990546,0.4397400820794,0.250144153132716,"Lord Howe and Norfolk Islands",0.439740082079403,"Lord Howe and Norfolk Islands",0.439740082079403
"Girella cyanea","Actinopterygii","temperate",76,"common","pelagic site attached","east","northern","abundance weighted quantiles",-29.42234,159.11073,"EMR12",22.1501641586867,6,-29.47728,159.121599999999,"EMR35",22.5764979480164,5.5625,-29.42234,0.010869999999187,0.4263337893297,-0.0757118217356964,"Lord Howe and Norfolk Islands",0.439740082079403,"Lord Howe and Norfolk Islands",0.439740082079403
"Ophidiaster confertus","Asteroidea","temperate",30,"common","benthic","east","northern","abundance weighted quantiles",-29.42234,159.11073,"EMR12",22.1501641586867,12.8235294117647,-29.47728,159.121599999999,"EMR35",22.5764979480164,7.42788461538461,-29.42234,0.010869999999187,0.4263337893297,-0.546040609102345,"Lord Howe and Norfolk Islands",0.439740082079403,"Lord Howe and Norfolk Islands",0.439740082079403
"Coriocella nigra","Gastropoda","temperate",8,"rare","benthic","east","northern","abundance weighted quantiles",-29.9255400000001,159.051099999999,"EMR18",22.0607250341997,1.33333333333333,-29.4568299999998,159.0622,"EMR2",22.5835841313269,1.33333333333333,-29.9255400000001,0.0111000000009369,0.522859097127203,0,"Lord Howe and Norfolk Islands",0.417783857729233,"Lord Howe and Norfolk Islands",0.417783857729233
"Dascyllus reticulatus","Actinopterygii","tropical",9,"common","Demersal","east","southern","abundance weighted quantiles",-29.9255400000001,159.051099999999,"EMR18",22.0607250341997,49.321130952381,-29.9231399999996,153.388089999995,"SI2",22.781853625171,37.9863425925926,-29.9255400000001,-5.66301000000385,0.721128590971297,-0.261125919274527,"Lord Howe and Norfolk Islands",0.417783857729233,"Lord Howe and Norfolk Islands",0.417783857729233
"Scarus altipinnis","Actinopterygii","tropical",60,"common","Demersal","east","southern","abundance weighted quantiles",-29.9255400000001,159.051099999999,"EMR18",22.0607250341997,3.20454545454545,-29.9336899999999,159.09714,"EMR31",22.4779480164159,5.51724137931035,-29.9255400000001,0.0460400000004313,0.417222982216202,0.543307728787446,"Lord Howe and Norfolk Islands",0.417783857729233,"Lord Howe and Norfolk Islands",0.417783857729233
"Variola louti","Actinopterygii","tropical",83,"rare","Demersal","east","southern","abundance weighted quantiles",-29.9255400000001,159.051099999999,"EMR18",22.0607250341997,1,-29.9332900000002,159.056100000001,"EMR19",22.4790013679891,1.2,-29.9255400000001,0.00500000000178602,0.4182763337894,0.182321556793955,"Lord Howe and Norfolk Islands",0.417783857729233,"Lord Howe and Norfolk Islands",0.417783857729233
"Echinostrephus aciculatus","Echinoidea","tropical",2.2,"common","benthic","east","southern","abundance weighted quantiles",-31.5105900000006,159.055600000003,"LHI30",21.7299835841314,20.9494152046784,-31.5421800000003,159.106459999999,"LHI46",21.8546374829001,47.8932291666667,-31.5105900000006,0.0508599999965895,0.124653898768742,0.826863408790541,"Lord Howe and Norfolk Islands",0.130285616991909,"Lord Howe and Norfolk Islands",0.130285616991909
"Apogon doederleini","Actinopterygii","tropical",14,"common","pelagic site attached","east","southern","abundance weighted quantiles",-31.5113000000001,159.056149999999,"LHI37",21.8669083447333,7.20287356321839,-31.5425200000005,159.061940000006,"LHI40",21.8111491108071,25.73,-31.5113000000001,0.00579000000655583,-0.0557592339261497,1.27317757389071,"Lord Howe and Norfolk Islands",-0.00639046316209502,"Lord Howe and Norfolk Islands",-0.00639046316209502
"Centropyge tibicen","Actinopterygii","tropical",19,"common","Demersal","east","southern","abundance weighted quantiles",-31.5322500000002,159.054029999999,"LHI36",21.8677633378933,1.64822954822955,-31.5708200000006,159.068239999996,"LHI13",21.7824076607387,1.72510822510823,-31.5322500000002,0.014209999996865,-0.0853556771546025,0.0455880769467642,"Lord Howe and Norfolk Islands",0.109545571487324,"Lord Howe and Norfolk Islands",0.109545571487324
"Cheilodactylus francisi","Actinopterygii","temperate",50,"rare","Demersal","east","southern","abundance weighted quantiles",-31.5322500000002,159.054029999999,"LHI36",21.3640082079343,1.30952380952381,-29.9578700000001,159.028140000001,"EMR21",22.4720383036936,3.11111111111111,-31.5322500000002,-0.025889999998725,1.1080300957593,0.865316365889882,"Lord Howe and Norfolk Islands",0.109545571487324,"Lord Howe and Norfolk Islands",0.109545571487324
"Chaetodon melannotus","Actinopterygii","tropical",18,"common","Demersal","east","southern","abundance weighted quantiles",-31.5331999999996,159.052120000003,"LHI41",21.6930468847158,3.21430686172065,-31.5425200000005,159.061940000006,"LHI40",21.8521580027359,3.71666666666667,-31.5331999999996,0.00982000000320227,0.15911111802011,0.145215469902618,"Lord Howe and Norfolk Islands",0.144691736241992,"Lord Howe and Norfolk Islands",0.144691736241992
"Mulloidichthys flavolineatus","Actinopterygii","tropical",43,"common","Demersal","east","southern","abundance weighted quantiles",-31.5331999999996,159.052120000003,"LHI41",21.6795700605824,4.83666666666667,-23.2447400000001,155.542329999999,"CS24",25.3179069767442,9,-31.5331999999996,-3.50979000000359,3.63833691616183,0.620998799108233,"Lord Howe and Norfolk Islands",0.144691736241992,"Lord Howe and Norfolk Islands",0.144691736241992
"Conus anemone","Gastropoda","temperate",10.5,"common","benthic","east","northern","abundance weighted quantiles",-31.5578200000003,159.09852,"LHI23",21.833023255814,1,-37.8196300000005,148.785959999999,"BR13",16.4042818057456,1.11764705882353,-31.5578200000003,-10.3125600000009,-5.4287414500684,0.111225635110224,"Lord Howe and Norfolk Islands",0.204773762129516,"Lord Howe and Norfolk Islands",0.204773762129516
"Cantherhines dumerilii","Actinopterygii","tropical",38,"rare","Demersal","east","southern","abundance weighted quantiles",-31.5578200000003,159.09852,"LHI23",21.833023255814,1.19927536231884,-31.7506700000003,159.236820000002,"LHI32",21.7693023255814,1.48412698412698,-31.5578200000003,0.138300000002545,-0.0637209302325985,0.213109200243196,"Lord Howe and Norfolk Islands",0.204773762129516,"Lord Howe and Norfolk Islands",0.204773762129516
"Priacanthus hamrur","Actinopterygii","tropical",45,"rare","Demersal","east","southern","abundance weighted quantiles",-31.5578200000003,159.09852,"LHI23",21.3336388508892,2.33333333333333,-21.2506599999998,155.758289999999,"CS54",25.7542544459644,3.5,-31.5578200000003,-3.34023000000056,4.4206155950752,0.405465108108164,"Lord Howe and Norfolk Islands",0.204773762129516,"Lord Howe and Norfolk Islands",0.204773762129516
"Apogon flavus","Actinopterygii","temperate",9.6,"common","pelagic site attached","east","southern","abundance weighted quantiles",-31.5578200000003,159.09852,"LHI23",21.5328761969905,21.4258434094641,-31.5578200000003,159.09852,"LHI23",21.8545554035568,29.9861111111111,-31.5578200000003,0,0.321679206566351,0.336136482120447,"Lord Howe and Norfolk Islands",0.204773762129516,"Lord Howe and Norfolk Islands",0.204773762129516
"Stegastes fasciolatus","Actinopterygii","tropical",15,"common","Demersal","west","southern","abundance weighted quantiles",-28.67508,113.7572,"WA51",22.4470177838577,111.8125,-23.1692499999999,113.757079999999,"NMP29",24.3511901504788,28.9333333333333,-28.67508,-0.00012000000137391,1.9041723666211,-1.35182902827074,"Houtman",0.0354856361148386,"Houtman",0.0354856361148386
"Dicathais orbita","Gastropoda","temperate",7.5,"common","benthic","west","northern","abundance weighted quantiles",-30.1567800000002,114.966849999998,"JMP-S15",21.695926128591,3.08418918246504,-30.1813700000001,114.99295,"JMP-S12",21.1016552667579,2.16933333333333,-30.1567800000002,0.026100000001648,-0.59427086183306,-0.351868896342736,"Houtman",-0.569288585151181,"Houtman",-0.569288585151181
"Psammoperca waigiensis","Actinopterygii","tropical",47,"common","Demersal","west","southern","abundance weighted quantiles",-30.1567800000002,114.966849999998,"JMP-S15",21.603926128591,4.15646258503401,-32.0257500000006,115.529680000005,"RI6",20.2483219334245,1.68939393939394,-30.1567800000002,0.562830000006571,-1.35560419516646,-0.900294523519111,"Houtman",-0.569288585151181,"Houtman",-0.569288585151181
"Myliobatis australis","Elasmobranchii","temperate",241,"rare","Demersal","west","northern","abundance weighted quantiles",-30.2900699999995,114.972479999998,"JMP-S6",21.307414500684,1,-30.1340300000004,114.948910000003,"JMP-S9",21.1236798905609,1,-30.2900699999995,-0.0235699999953738,-0.1837346101231,0,"Houtman",-0.56763238036099,"Houtman",-0.56763238036099
